name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
Brownie Heaven,Yes,No,4.2,33,Cunningham Road,Dessert Parlor,Fast Food,300,Delivery
The Bundle Co.,Yes,No,4.4,222,MG Road,Quick Bites,Continental,700,Delivery
The Bundle Co.,Yes,No,4.4,222,MG Road,Quick Bites,Italian,700,Delivery
C Sharp Kitchen,Yes,No,3.4,50,Church Street,Casual Dining,North Indian,600,Delivery
C Sharp Kitchen,Yes,No,3.4,50,Church Street,Casual Dining,Chinese,600,Delivery
Red Lantern,Yes,No,3.7,162,Cunningham Road,Casual Dining,Chinese,700,Delivery
ROYCE' Chocolate,Yes,No,3.5,6,MG Road,Confectionery,Desserts,1000,Delivery
GMT - Gelateria Montecatini Terme,Yes,No,4.4,69,Lavelle Road,Quick Bites,Desserts,300,Delivery
Caffe Maven,Yes,No,3.4,25,Residency Road,Quick Bites,Chinese,300,Delivery
Caffe Maven,Yes,No,3.4,25,Residency Road,Quick Bites,North Indian,300,Delivery
Happy Belly Bakes,Yes,No,4.2,115,MG Road,"Cafe, Bakery",Cafe,500,Delivery
Lime Twist,Yes,No,3.7,0,Residency Road,Quick Bites,Fast Food,150,Delivery
Driven Cafe,Yes,No,3.4,122,Residency Road,Cafe,Cafe,600,Delivery
Driven Cafe,Yes,No,3.4,122,Residency Road,Cafe,Fast Food,600,Delivery
Ta'aam,Yes,No,4.1,402,Cunningham Road,Casual Dining,North Indian,750,Delivery
Ta'aam,Yes,No,4.1,402,Cunningham Road,Casual Dining,Chinese,750,Delivery
UBQ by Barbeque Nation,Yes,No,3.2,9,MG Road,Delivery,North Indian,450,Delivery
Chef Baker's,Yes,No,3.7,0,MG Road,"Bakery, Kiosk",Desserts,600,Delivery
Chels Cafe,Yes,No,3.5,20,Cunningham Road,Cafe,Cafe,500,Delivery
L'inoui,Yes,No,4.1,33,Cunningham Road,Dessert Parlor,Desserts,400,Delivery
Roll Junction,Yes,No,2.9,56,Cunningham Road,Quick Bites,Fast Food,150,Delivery
Chutney Chang,Yes,Yes,4.2,4732,Church Street,Casual Dining,North Indian,1500,Delivery
Chutney Chang,Yes,Yes,4.2,4732,Church Street,Casual Dining,Chinese,1500,Delivery
Mainland China,Yes,Yes,4.5,1394,Church Street,"Casual Dining, Bar",Chinese,1700,Delivery
The Rice Bowl,Yes,Yes,4.3,500,Lavelle Road,"Casual Dining, Bar",Chinese,1300,Delivery
The Tao Terraces,Yes,Yes,4.0,1912,MG Road,Casual Dining,Chinese,2100,Delivery
Shezan,Yes,No,4.1,391,Cunningham Road,Casual Dining,Chinese,600,Delivery
Shezan,Yes,No,4.1,391,Cunningham Road,Casual Dining,Continental,600,Delivery
Shezan,Yes,No,4.1,391,Cunningham Road,Casual Dining,North Indian,600,Delivery
Oye Amritsar,Yes,Yes,4.1,450,Church Street,Casual Dining,North Indian,1000,Delivery
Banjara Melting Pot,Yes,Yes,4.2,474,Cunningham Road,Casual Dining,North Indian,1700,Delivery
Banjara Melting Pot,Yes,Yes,4.2,474,Cunningham Road,Casual Dining,Chinese,1700,Delivery
Tandoor,Yes,Yes,3.9,1361,MG Road,Fine Dining,North Indian,2100,Delivery
Feast India Co.,Yes,No,4.2,133,Cunningham Road,Casual Dining,North Indian,1500,Delivery
The Biere Club,Yes,Yes,4.3,3484,Lavelle Road,"Pub, Microbrewery",Continental,1700,Delivery
Amber Rush Express,Yes,No,3.7,0,Residency Road,Delivery,Italian,600,Delivery
Amber Rush Express,Yes,No,3.7,0,Residency Road,Delivery,Continental,600,Delivery
Amber Rush Express,Yes,No,3.7,0,Residency Road,Delivery,Chinese,600,Delivery
Mahesh Lunch Home,Yes,Yes,4.1,860,Residency Road,Casual Dining,North Indian,1400,Delivery
Mahesh Lunch Home,Yes,Yes,4.1,860,Residency Road,Casual Dining,Chinese,1400,Delivery
Chung Wah,Yes,No,4.0,360,Residency Road,Casual Dining,Chinese,1000,Delivery
Mad Over Biryani,Yes,No,2.9,17,Church Street,Quick Bites,North Indian,600,Delivery
The Charcoal Factory,Yes,No,4.1,290,Koramangala 6th Block,Quick Bites,Pizza,600,Delivery
Chung's Chinese Corner,Yes,No,3.3,201,Cunningham Road,Casual Dining,Chinese,700,Delivery
Fat Buddha,Yes,Yes,4.0,455,Cunningham Road,Casual Dining,Chinese,1000,Delivery
The Only Place,Yes,Yes,4.2,2923,Church Street,Casual Dining,Italian,1000,Delivery
The Only Place,Yes,Yes,4.2,2923,Church Street,Casual Dining,American,1000,Delivery
The Only Place,Yes,Yes,4.2,2923,Church Street,Casual Dining,Continental,1000,Delivery
Anupam's Coast II Coast,Yes,Yes,4.1,853,Church Street,Casual Dining,North Indian,1400,Delivery
Anupam's Coast II Coast,Yes,Yes,4.1,853,Church Street,Casual Dining,Chinese,1400,Delivery
Venkateshwara Foods,Yes,No,3.0,13,Residency Road,"Takeaway, Delivery",South Indian,400,Delivery
Ramana's,Yes,Yes,4.0,378,Cunningham Road,Casual Dining,North Indian,850,Delivery
Ramana's,Yes,Yes,4.0,378,Cunningham Road,Casual Dining,Chinese,850,Delivery
Ebony,Yes,Yes,4.3,3126,MG Road,Casual Dining,North Indian,1500,Delivery
Ebony,Yes,Yes,4.3,3126,MG Road,Casual Dining,South Indian,1500,Delivery
The Food Dude,Yes,No,4.0,176,Koramangala 6th Block,Delivery,Fast Food,300,Delivery
The Food Dude,Yes,No,4.0,176,Koramangala 6th Block,Delivery,Pizza,300,Delivery
Monsoon Express,Yes,No,3.4,7,MG Road,"Takeaway, Delivery",Continental,1600,Delivery
Monsoon Express,Yes,No,3.4,7,MG Road,"Takeaway, Delivery",North Indian,1600,Delivery
Friends Night Kitchen,Yes,No,3.8,109,Koramangala 6th Block,"Takeaway, Delivery",Italian,400,Delivery
Friends Night Kitchen,Yes,No,3.8,109,Koramangala 6th Block,"Takeaway, Delivery",Pizza,400,Delivery
8 Slice,Yes,No,3.7,74,Koramangala 6th Block,Delivery,Pizza,600,Delivery
New Kudla Family Resturant,Yes,No,3.2,4,MG Road,Quick Bites,North Indian,450,Delivery
New Kudla Family Resturant,Yes,No,3.2,4,MG Road,Quick Bites,Chinese,450,Delivery
Sunny's,No,Yes,4.1,1327,Lavelle Road,"Casual Dining, Bar",Italian,2100,Delivery
Sunny's,No,Yes,4.1,1327,Lavelle Road,"Casual Dining, Bar",Continental,2100,Delivery
Japan Travel Cafe Azuki,No,No,4.3,67,Residency Road,Cafe,Cafe,400,Delivery
Canopy,No,No,3.0,107,MG Road,Casual Dining,North Indian,800,Delivery
Canopy,No,No,3.0,107,MG Road,Casual Dining,Continental,800,Delivery
Canopy,No,No,3.0,107,MG Road,Casual Dining,Chinese,800,Delivery
Tandoori Platter,No,No,3.7,0,Residency Road,Quick Bites,North Indian,450,Delivery
Nandhini Paradise,No,Yes,3.6,277,St. Marks Road,"Casual Dining, Bar",Chinese,800,Delivery
Nandhini Paradise,No,Yes,3.6,277,St. Marks Road,"Casual Dining, Bar",North Indian,800,Delivery
Prawn Crunch,No,No,3.7,0,St. Marks Road,,Fast Food,400,Delivery
Gowdara Naati Mane,No,No,3.4,7,Residency Road,Quick Bites,South Indian,500,Delivery
Masala Oota,Yes,No,3.6,79,Residency Road,Quick Bites,South Indian,500,Delivery
Fava,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar",Desserts,1200,Delivery
Fava,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar",Italian,1200,Delivery
Fava,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar",Pizza,1200,Delivery
Amber Rush Restobar,No,Yes,4.1,93,Residency Road,Pub,Continental,1000,Delivery
Amber Rush Restobar,No,Yes,4.1,93,Residency Road,Pub,Chinese,1000,Delivery
Amber Rush Restobar,No,Yes,4.1,93,Residency Road,Pub,Fast Food,1000,Delivery
Bootlegger,No,No,4.1,1543,Lavelle Road,Pub,Continental,1200,Delivery
Truffles,No,No,4.5,3569,St. Marks Road,Cafe,Cafe,900,Delivery
Truffles,No,No,4.5,3569,St. Marks Road,Cafe,American,900,Delivery
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,691,MG Road,"Casual Dining, Cafe",American,1700,Delivery
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,691,MG Road,"Casual Dining, Cafe",Cafe,1700,Delivery
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,691,MG Road,"Casual Dining, Cafe",Continental,1700,Delivery
Green Onion,No,No,4.3,1187,Residency Road,Casual Dining,Chinese,550,Delivery
Art of Delight,No,No,4.4,1896,Residency Road,Dessert Parlor,Desserts,400,Delivery
Little Green Cafe,No,No,4.3,788,Church Street,"Cafe, Casual Dining",Cafe,900,Delivery
Little Green Cafe,No,No,4.3,788,Church Street,"Cafe, Casual Dining",Continental,900,Delivery
Little Green Cafe,No,No,4.3,788,Church Street,"Cafe, Casual Dining",Italian,900,Delivery
Mandarin Box,No,No,3.9,80,Church Street,Quick Bites,Chinese,500,Delivery
Pashto,No,No,4.1,765,Residency Road,Casual Dining,North Indian,800,Delivery
Lakeview Milkbar,No,No,4.0,1443,MG Road,"Dessert Parlor, Cafe",Desserts,500,Delivery
Lakeview Milkbar,No,No,4.0,1443,MG Road,"Dessert Parlor, Cafe",Cafe,500,Delivery
Lakeview Milkbar,No,No,4.0,1443,MG Road,"Dessert Parlor, Cafe",Fast Food,500,Delivery
IceBreakers,No,No,4.3,183,Church Street,Dessert Parlor,Desserts,400,Delivery
Juice Junction,No,No,4.0,101,St. Marks Road,Quick Bites,Fast Food,150,Delivery
Konark Vegetarian Restaurant,No,No,3.9,155,Lavelle Road,Casual Dining,North Indian,600,Delivery
Konark Vegetarian Restaurant,No,No,3.9,155,Lavelle Road,Casual Dining,Chinese,600,Delivery
Konark Vegetarian Restaurant,No,No,3.9,155,Lavelle Road,Casual Dining,Continental,600,Delivery
Konark Vegetarian Restaurant,No,No,3.9,155,Lavelle Road,Casual Dining,South Indian,600,Delivery
Stars 'N' Stripes,No,No,2.7,77,MG Road,Quick Bites,North Indian,500,Delivery
Stars 'N' Stripes,No,No,2.7,77,MG Road,Quick Bites,Chinese,500,Delivery
Stars 'N' Stripes,No,No,2.7,77,MG Road,Quick Bites,Fast Food,500,Delivery
Juicemaker,No,No,3.8,29,Cunningham Road,Beverage Shop,Fast Food,400,Delivery
New Prashanth Naati Style,No,No,3.8,29,Cunningham Road,Casual Dining,South Indian,400,Delivery
California Burrito,No,No,4.0,53,Cunningham Road,Quick Bites,Fast Food,400,Delivery
Mel's Korner,No,No,3.8,95,Church Street,Quick Bites,Fast Food,500,Delivery
Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,134,St. Marks Road,Casual Dining,Italian,800,Delivery
Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,134,St. Marks Road,Casual Dining,Fast Food,800,Delivery
Mojo Pizza - 2X Toppings,No,No,4.3,28,Residency Road,"Takeaway, Delivery",Pizza,600,Delivery
Halli Oota,No,No,3.3,6,St. Marks Road,Casual Dining,South Indian,450,Delivery
Chai Ki Tapri,No,No,3.7,16,MG Road,Cafe,Cafe,250,Delivery
Nithyothsav - Hotel Ramanashree,No,No,3.0,31,MG Road,Casual Dining,North Indian,1000,Delivery
Nithyothsav - Hotel Ramanashree,No,No,3.0,31,MG Road,Casual Dining,Chinese,1000,Delivery
BISO - Citrus Hotels,No,Yes,3.9,156,Cunningham Road,Casual Dining,North Indian,1100,Delivery
BISO - Citrus Hotels,No,Yes,3.9,156,Cunningham Road,Casual Dining,South Indian,1100,Delivery
BISO - Citrus Hotels,No,Yes,3.9,156,Cunningham Road,Casual Dining,Italian,1100,Delivery
BISO - Citrus Hotels,No,Yes,3.9,156,Cunningham Road,Casual Dining,Continental,1100,Delivery
Stir Fry,No,No,4.0,209,Residency Road,Casual Dining,Chinese,500,Delivery
Natural Ice Cream,No,No,4.2,221,St. Marks Road,Dessert Parlor,Desserts,150,Delivery
New Arya Bhavan,No,No,3.1,23,MG Road,Quick Bites,North Indian,300,Delivery
Chocolate Philosophy,No,No,3.7,0,MG Road,Dessert Parlor,Desserts,500,Delivery
Cake My Day,No,No,3.7,0,Lavelle Road,Delivery,Desserts,450,Delivery
Chaat Chatore,No,No,3.7,0,MG Road,Quick Bites,Fast Food,150,Delivery
Sri Sai Sagar Food,No,No,3.7,0,MG Road,Quick Bites,Fast Food,300,Delivery
Sri Sai Sagar Food,No,No,3.7,0,MG Road,Quick Bites,North Indian,300,Delivery
Tasty Treats,No,No,3.7,0,MG Road,Quick Bites,South Indian,350,Delivery
Tasty Treats,No,No,3.7,0,MG Road,Quick Bites,Chinese,350,Delivery
Tasty Treats,No,No,3.7,0,MG Road,Quick Bites,Fast Food,350,Delivery
Agnihotri Cuisines,No,No,3.7,0,MG Road,"Takeaway, Delivery",Chinese,500,Delivery
Agnihotri Cuisines,No,No,3.7,0,MG Road,"Takeaway, Delivery",North Indian,500,Delivery
Agnihotri Cuisines,No,No,3.7,0,MG Road,"Takeaway, Delivery",Fast Food,500,Delivery
Chaithanya Andhra Style Family Restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,North Indian,600,Delivery
Chaithanya Andhra Style Family Restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,Chinese,600,Delivery
Little Bites,No,No,3.6,7,MG Road,"Cafe, Quick Bites",Cafe,200,Delivery
Little Bites,No,No,3.6,7,MG Road,"Cafe, Quick Bites",Fast Food,200,Delivery
RR Catering,No,No,3.4,10,MG Road,Quick Bites,North Indian,350,Delivery
RR Catering,No,No,3.4,10,MG Road,Quick Bites,Chinese,350,Delivery
Belgian Waffle,No,No,3.7,0,Residency Road,Dessert Parlor,Desserts,250,Delivery
Jerome Coffee & Food court,No,No,3.7,0,MG Road,Quick Bites,South Indian,150,Delivery
Chinese Corner,No,No,3.7,0,Church Street,Quick Bites,Chinese,200,Delivery
The Bao Belly,No,No,3.3,9,Residency Road,Cafe,Cafe,400,Delivery
Bhaiyaji Food Court,No,No,3.4,27,MG Road,Quick Bites,North Indian,300,Delivery
Tandoor Da Funda,No,No,3.6,15,MG Road,Quick Bites,North Indian,350,Delivery
Lazzet Lee,No,No,3.7,0,Lavelle Road,Quick Bites,Cafe,400,Delivery
Vasudev Adiga's,No,No,3.0,53,Church Street,Quick Bites,South Indian,250,Delivery
Vasudev Adiga's,No,No,3.0,53,Church Street,Quick Bites,North Indian,250,Delivery
Vasudev Adiga's,No,No,3.0,53,Church Street,Quick Bites,Chinese,250,Delivery
Casa Express,No,No,2.6,26,Residency Road,Quick Bites,Chinese,400,Delivery
Casa Express,No,No,2.6,26,Residency Road,Quick Bites,Italian,400,Delivery
Pappu Chaiwalla,No,No,3.3,33,St. Marks Road,Quick Bites,Fast Food,300,Delivery
Shiv Sagar,No,No,3.7,0,MG Road,Casual Dining,South Indian,800,Delivery
Shiv Sagar,No,No,3.7,0,MG Road,Casual Dining,North Indian,800,Delivery
Shiv Sagar,No,No,3.7,0,MG Road,Casual Dining,Chinese,800,Delivery
Hungry Birds,Yes,No,3.2,6,Koramangala 7th Block,Delivery,Chinese,300,Delivery
Gowdara Naati Mane,Yes,No,3.7,0,Residency Road,Casual Dining,South Indian,600,Delivery
Funjabi,Yes,No,3.5,140,Church Street,Casual Dining,North Indian,600,Delivery
Pinxx - Royal Orchid Central,Yes,Yes,3.8,198,MG Road,Casual Dining,Italian,1600,Delivery
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,North Indian,1800,Delivery
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,South Indian,1800,Delivery
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,Chinese,1800,Delivery
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,Continental,1800,Delivery
Cafe Mangii,Yes,Yes,4.3,1048,Lavelle Road,Casual Dining,Italian,1600,Delivery
Cafe Mangii,Yes,Yes,4.3,1048,Lavelle Road,Casual Dining,Continental,1600,Delivery
Cafe Mangii,Yes,Yes,4.3,1048,Lavelle Road,Casual Dining,Pizza,1600,Delivery
Green Theory,Yes,Yes,4.2,2840,Residency Road,"Casual Dining, Cafe",Italian,800,Desserts
Green Theory,Yes,Yes,4.2,2840,Residency Road,"Casual Dining, Cafe",Cafe,800,Desserts
Green Theory,Yes,Yes,4.2,2840,Residency Road,"Casual Dining, Cafe",Desserts,800,Desserts
Green Theory,Yes,Yes,4.2,2840,Residency Road,"Casual Dining, Cafe",Pizza,800,Desserts
The White Room - Coffee & Kitchen,No,Yes,4.0,1703,Church Street,Cafe,Cafe,1000,Desserts
The White Room - Coffee & Kitchen,No,Yes,4.0,1703,Church Street,Cafe,Continental,1000,Desserts
The White Room - Coffee & Kitchen,No,Yes,4.0,1703,Church Street,Cafe,American,1000,Desserts
The White Room - Coffee & Kitchen,No,Yes,4.0,1703,Church Street,Cafe,Desserts,1000,Desserts
Glen's Bakehouse,Yes,No,4.4,1087,Lavelle Road,"Bakery, Cafe",Cafe,600,Desserts
Glen's Bakehouse,Yes,No,4.4,1087,Lavelle Road,"Bakery, Cafe",Italian,600,Desserts
Glen's Bakehouse,Yes,No,4.4,1087,Lavelle Road,"Bakery, Cafe",Desserts,600,Desserts
Art of Delight,No,No,4.4,1896,Residency Road,Dessert Parlor,Desserts,400,Desserts
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,521,Lavelle Road,"Bakery, Cafe",Cafe,1400,Desserts
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,521,Lavelle Road,"Bakery, Cafe",Italian,1400,Desserts
Fabcafe,Yes,Yes,4.1,54,MG Road,Cafe,Cafe,800,Desserts
99 Pancakes,Yes,No,4.1,41,Church Street,Dessert Parlor,Desserts,150,Desserts
Lakeview Milkbar,No,No,4.0,1443,MG Road,"Dessert Parlor, Cafe",Desserts,500,Desserts
Lakeview Milkbar,No,No,4.0,1443,MG Road,"Dessert Parlor, Cafe",Cafe,500,Desserts
Lakeview Milkbar,No,No,4.0,1443,MG Road,"Dessert Parlor, Cafe",Fast Food,500,Desserts
GMT - Gelateria Montecatini Terme,Yes,No,4.4,69,Lavelle Road,Quick Bites,Desserts,300,Desserts
IceBreakers,No,No,4.3,183,Church Street,Dessert Parlor,Desserts,400,Desserts
Corner House Ice Cream,No,No,4.5,292,Lavelle Road,Dessert Parlor,Desserts,400,Desserts
Happy Belly Bakes,Yes,No,4.2,115,MG Road,"Cafe, Bakery",Cafe,500,Desserts
The Waffle Press,Yes,No,4.3,116,St. Marks Road,Dessert Parlor,Desserts,400,Desserts
Amande Patisserie,Yes,No,4.2,231,Lavelle Road,"Bakery, Dessert Parlor",Desserts,300,Desserts
Sugar & Spice - Taj MG Road Bengaluru,No,No,4.0,79,MG Road,Dessert Parlor,Desserts,800,Desserts
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.0,85,Residency Road,"Dessert Parlor, Quick Bites",Cafe,400,Desserts
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.0,85,Residency Road,"Dessert Parlor, Quick Bites",Fast Food,400,Desserts
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.0,85,Residency Road,"Dessert Parlor, Quick Bites",Desserts,400,Desserts
ROYCE' Chocolate,No,No,3.5,19,Lavelle Road,Confectionery,Desserts,1000,Desserts
Bakers 77,No,No,3.7,0,MG Road,"Bakery, Quick Bites",Fast Food,400,Desserts
Bowring Kulfi,No,No,4.0,100,Residency Road,Dessert Parlor,Desserts,150,Desserts
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,Yes,No,3.9,53,MG Road,Dessert Parlor,Desserts,600,Desserts
Smoor,Yes,No,4.1,63,MG Road,Dessert Parlor,Desserts,900,Desserts
ZOROY Luxury Chocolate,Yes,No,4.0,68,Church Street,Dessert Parlor,Desserts,250,Desserts
Chef Baker's,Yes,No,3.7,0,MG Road,"Bakery, Kiosk",Desserts,600,Desserts
Drunken Monkey,Yes,No,4.0,122,Church Street,"Beverage Shop, Quick Bites",Fast Food,400,Desserts
Natural Ice Cream,No,No,4.2,221,St. Marks Road,Dessert Parlor,Desserts,150,Desserts
Ooty Chocolates,Yes,No,3.5,17,Residency Road,Dessert Parlor,Desserts,300,Desserts
Chocolate Philosophy,No,No,3.7,0,MG Road,Dessert Parlor,Desserts,500,Desserts
Cake My Day,No,No,3.7,0,Lavelle Road,Delivery,Desserts,450,Desserts
Ice N Spice,No,No,3.7,17,MG Road,Dessert Parlor,Desserts,200,Desserts
Rage Chocolatier,No,No,3.7,0,Residency Road,Confectionery,Desserts,400,Desserts
Belgian Waffle,No,No,3.7,0,Residency Road,Dessert Parlor,Desserts,250,Desserts
Bhaiyaji Food Court,No,No,3.4,27,MG Road,Quick Bites,North Indian,300,Desserts
Arya Bhavan Sweets,No,No,3.2,6,MG Road,Sweet Shop,North Indian,300,Desserts
Sweet Truth,Yes,No,4.1,49,Residency Road,Delivery,Desserts,500,Desserts
The Belgian Waffle Co.,Yes,No,3.7,73,Residency Road,Dessert Parlor,Desserts,350,Desserts
Berrylicious Cafe,Yes,No,4.1,125,MG Road,"Casual Dining, Cafe",Continental,900,Desserts
Berrylicious Cafe,Yes,No,4.1,125,MG Road,"Casual Dining, Cafe",Cafe,900,Desserts
Berrylicious Cafe,Yes,No,4.1,125,MG Road,"Casual Dining, Cafe",Desserts,900,Desserts
Berrylicious Cafe,Yes,No,4.1,125,MG Road,"Casual Dining, Cafe",Pizza,900,Desserts
Berrylicious Cafe,Yes,No,4.1,125,MG Road,"Casual Dining, Cafe",North Indian,900,Desserts
Berrylicious Cafe,Yes,No,4.1,125,MG Road,"Casual Dining, Cafe",Chinese,900,Desserts
Hammered,Yes,Yes,4.7,4657,Cunningham Road,"Pub, Cafe",North Indian,1300,Desserts
Hammered,Yes,Yes,4.7,4657,Cunningham Road,"Pub, Cafe",Continental,1300,Desserts
Hammered,Yes,Yes,4.7,4657,Cunningham Road,"Pub, Cafe",Cafe,1300,Desserts
Dolci Desserts,Yes,No,4.3,652,Cunningham Road,"Cafe, Dessert Parlor",Cafe,750,Desserts
Dolci Desserts,Yes,No,4.3,652,Cunningham Road,"Cafe, Dessert Parlor",Desserts,750,Desserts
L'inoui,Yes,No,4.1,33,Cunningham Road,Dessert Parlor,Desserts,400,Desserts
Brownie Heaven,Yes,No,4.2,33,Cunningham Road,Dessert Parlor,Desserts,300,Desserts
Brownie Heaven,Yes,No,4.2,33,Cunningham Road,Dessert Parlor,Fast Food,300,Desserts
The 13th Floor,No,Yes,4.4,4575,MG Road,Lounge,North Indian,1700,Dine-out
Chutney Chang,Yes,Yes,4.2,4732,Church Street,Casual Dining,North Indian,1500,Dine-out
Chutney Chang,Yes,Yes,4.2,4732,Church Street,Casual Dining,Chinese,1500,Dine-out
Communiti,No,No,4.7,3894,Residency Road,"Microbrewery, Casual Dining",Continental,1500,Dine-out
Ebony,Yes,Yes,4.3,3126,MG Road,Casual Dining,North Indian,1500,Dine-out
Ebony,Yes,Yes,4.3,3126,MG Road,Casual Dining,South Indian,1500,Dine-out
Skyye,No,Yes,4.2,3116,Lavelle Road,Lounge,Continental,2500,Dine-out
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2115,Lavelle Road,Fine Dining,North Indian,2200,Dine-out
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2115,Lavelle Road,Fine Dining,Continental,2200,Dine-out
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2115,Lavelle Road,Fine Dining,Italian,2200,Dine-out
Yauatcha,No,Yes,4.6,2339,MG Road,Fine Dining,Chinese,2800,Dine-out
Brik Oven,No,No,4.6,2259,Church Street,Cafe,Cafe,1100,Dine-out
Brik Oven,No,No,4.6,2259,Church Street,Cafe,Pizza,1100,Dine-out
The Tao Terraces,Yes,Yes,4.0,1912,MG Road,Casual Dining,Chinese,2100,Dine-out
Hard Rock Cafe,No,Yes,4.5,5262,St. Marks Road,"Casual Dining, Bar",American,2500,Dine-out
Bangalore Brew Works,No,Yes,4.2,2212,Residency Road,"Microbrewery, Lounge",Continental,1700,Dine-out
Bangalore Brew Works,No,Yes,4.2,2212,Residency Road,"Microbrewery, Lounge",Italian,1700,Dine-out
Church Street Social,Yes,No,4.3,7544,Church Street,Lounge,American,1500,Dine-out
Church Street Social,Yes,No,4.3,7544,Church Street,Lounge,North Indian,1500,Dine-out
Church Street Social,Yes,No,4.3,7544,Church Street,Lounge,Chinese,1500,Dine-out
Fava,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar",Desserts,1200,Dine-out
Fava,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar",Italian,1200,Dine-out
Fava,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar",Pizza,1200,Dine-out
Soda Bottle Opener Wala,Yes,Yes,4.4,3651,Lavelle Road,"Casual Dining, Irani Cafee",North Indian,1300,Dine-out
The Bar Stock Exchange,No,No,4.3,606,St. Marks Road,"Pub, Casual Dining",Continental,1300,Dine-out
The Bar Stock Exchange,No,No,4.3,606,St. Marks Road,"Pub, Casual Dining",Chinese,1300,Dine-out
The Bar Stock Exchange,No,No,4.3,606,St. Marks Road,"Pub, Casual Dining",North Indian,1300,Dine-out
Sunny's,No,Yes,4.1,1327,Lavelle Road,"Casual Dining, Bar",Italian,2100,Dine-out
Sunny's,No,Yes,4.1,1327,Lavelle Road,"Casual Dining, Bar",Continental,2100,Dine-out
Cafe Azzure,Yes,Yes,4.3,2664,MG Road,Cafe,Cafe,1200,Dine-out
Cafe Azzure,Yes,Yes,4.3,2664,MG Road,Cafe,Continental,1200,Dine-out
Cafe Azzure,Yes,Yes,4.3,2664,MG Road,Cafe,Italian,1200,Dine-out
The Biere Club,Yes,Yes,4.3,3484,Lavelle Road,"Pub, Microbrewery",Continental,1700,Dine-out
Smoke House Deli,Yes,No,4.6,2490,Lavelle Road,Casual Dining,Italian,1600,Dine-out
Smoke House Deli,Yes,No,4.6,2490,Lavelle Road,Casual Dining,Desserts,1600,Dine-out
Spice Terrace - JW Marriott,No,Yes,4.3,755,Lavelle Road,"Fine Dining, Microbrewery",North Indian,3000,Dine-out
Carnatic,No,Yes,4.2,167,Church Street,Casual Dining,South Indian,1000,Dine-out
SkyDeck By Sherlock's,No,Yes,4.2,1418,MG Road,"Pub, Casual Dining",Continental,1500,Dine-out
